gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
PCDHB10,0.660024262096247,1.23100497461183,9.70269244796441,3.60190800590891e-19,2.85974893040227e-18,32.5960783860374
PYGM,-1.5216005106367,2.10454121808009,-9.70111745362859,3.64285374682736e-19,2.89139253406171e-18,32.584888898436
PLEKHH3,0.738337290773767,4.68342854451109,9.70047209916005,3.65976455321963e-19,2.90394599278205e-18,32.5803042446583
HYDIN2,0.373008931511339,0.487432755973231,9.7003683181459,3.66249129183442e-19,2.90524055045454e-18,32.5795669885524
ILF3,0.622025580886305,6.33667776882274,9.70029510712759,3.66441604966406e-19,2.90589835974257e-18,32.5790469026486
ZKSCAN1,0.649970627244954,4.61505232851577,9.69972506421372,3.67943721043464e-19,2.91693817824236e-18,32.5749974201463
CRISPLD2,1.18420060521332,3.05503809589304,9.69939794572779,3.68808469818009e-19,2.92292006883553e-18,32.572673678866
HMG20A,0.875506427679143,3.44409563727852,9.6991728182575,3.69404774700562e-19,2.92677152141789e-18,32.5710744690083
DLG2,-1.0665891247333,1.3977534916197,-9.69890692067753,3.70110303157302e-19,2.93148578726504e-18,32.5691856677374
SPATA32,0.335693290180984,0.522740884596712,9.6987153481298,3.70619448401266e-19,2.93464223531104e-18,32.5678248485676
TIMM17B,-0.649329268325413,5.09631846655266,-9.69743498258456,3.74040209895545e-19,2.96084470536831e-18,32.5587302009814
DNAJC18,0.671891984012145,3.10882914883925,9.69711972209039,3.74887295509923e-19,2.96666479734374e-18,32.5564909389474
ATF6,0.760307822071849,4.98796278577238,9.6970291378834,3.75131042056196e-19,2.96770832734347e-18,32.555847535111
PIWIL4,0.422921692460618,1.07777374656502,9.69643500979611,3.76733646763836e-19,2.97949812583706e-18,32.5516276157908
GFUS,0.665625963239172,6.01072176624376,9.69545457410424,3.79393168714219e-19,2.99963731544363e-18,32.5446641273818
CPSF1,0.702808152986677,5.52967900371983,9.69539597779105,3.79552706057878e-19,3.00000449371015e-18,32.5442479607412
BBS2,0.647992190124221,4.55157557298471,9.69462851557656,3.81648402393676e-19,3.01567039675146e-18,32.5387973469442
GAB1,0.679458556591258,2.91780567934447,9.69446506323012,3.82096221931609e-19,3.01830982220305e-18,32.5376365134899
CRTAP,0.546802917528131,6.71665996443355,9.69423370178011,3.82730988514581e-19,3.02242399563494e-18,32.5359934071951
CD163,1.33547659525619,3.31499326541314,9.69234791650381,3.87944083692168e-19,3.0626799892912e-18,32.5226014225346
AC090505.1,0.669199738994747,0.870466499274462,9.69124651176341,3.91021397877695e-19,3.08605581675208e-18,32.5147803079097
FNBP1,0.762345517565202,5.1924632261333,9.68531963534519,4.08002227851543e-19,3.21911573348901e-18,32.4727004173289
GTF3C3,0.61916234407153,3.77874816812344,9.68443000243081,4.10613548657997e-19,3.2387555729117e-18,32.4663851936551
AP001626.1,0.309435081433102,0.378181723590704,9.68333864114199,4.13839689406902e-19,3.26323174827809e-18,32.4586383313091
JADE2,0.733227339483491,4.81264312326785,9.68302984995753,4.14757060183568e-19,3.2694935448527e-18,32.4564464974892
ZNF623,0.682252157079362,3.841955916702,9.68297828483747,4.14910448919734e-19,3.26973100654928e-18,32.4560804857499
MT-ND3,-0.974210894197535,13.6298081127982,-9.68266065806603,4.15856524434664e-19,3.276213295858e-18,32.4538259753601
LCP1,1.5064117689778,4.87226041436245,9.68259882378708,4.16040951635247e-19,3.27669307692297e-18,32.453387080501
DCAF13,0.541806240148035,3.48843067948564,9.6808048775698,4.2142710854344e-19,3.31812866762342e-18,32.4406543572197
MELTF,1.2256114143493,3.06759398622261,9.68050388996997,4.22337558619678e-19,3.3243104094794e-18,32.4385181731033
HCG22,1.74730797460699,2.30486457675178,9.67958739655643,4.25121889847749e-19,3.34523383272067e-18,32.4320137804459
MMADHC,0.714370632155287,6.34648611588181,9.67898899998821,4.26949668187715e-19,3.35862007661546e-18,32.4277670888494
RASA4B,0.534441026073261,1.20887165103549,9.67834760147825,4.28917464545756e-19,3.37309951513214e-18,32.4232153570631
CMSS1,0.473147558588202,2.89833327400711,9.67724428179543,4.32323529718316e-19,3.39887787472082e-18,32.4153858952991
RRM2,0.730308511373497,1.32266714823605,9.67638975317175,4.34980005920086e-19,3.4187495220848e-18,32.4093222085663
NSG1,1.14378360810405,1.01909000700475,9.67418744087521,4.41901337477013e-19,3.47211933587537e-18,32.3936958717031
TRDC,2.68548943355376,3.36607696648983,9.67328689494454,4.44762953962433e-19,3.49356888267915e-18,32.3873065936003
LATS1,0.74318822238285,3.90878104759398,9.67248616818111,4.47322839661744e-19,3.51263636615377e-18,32.3816257540656
C1orf115,1.28663615499591,6.94808029503187,9.67139361582847,4.50839307115098e-19,3.53920197115569e-18,32.3738748800151
CDR2L,0.765347377470797,3.30113817630759,9.66758196867361,4.63323831982146e-19,3.63613253466225e-18,32.3468371692458
RUSC1,0.589468476607856,3.8798970555839,9.66711526179764,4.64875879129524e-19,3.64723382720785e-18,32.343526950148
DHX37,0.535500730651165,3.64041425610625,9.6663499290647,4.67432203529611e-19,3.66620539054597e-18,32.3380988237162
EIF4B,0.766170590436004,7.78325075275766,9.66523276122591,4.71188802072661e-19,3.69457705107284e-18,32.330175663908
CST2,2.35039478121051,2.14901716754087,9.66479628772128,4.72664627180348e-19,3.70505375312823e-18,32.3270802292927
DDX10,0.576939127370712,3.20179476026321,9.66472841561325,4.72894531839778e-19,3.70576081287503e-18,32.3265988916641
IPO9,0.609603310076383,4.52972641101393,9.66316315209078,4.78227518423858e-19,3.74644511332288e-18,32.3154987413032
AHI1,0.683786792792922,3.1409899477713,9.66071048827654,4.8670436745686e-19,3.8117272073105e-18,32.2981072274352
MSNP1,0.404476326770114,0.525625063223907,9.66034371043235,4.87984784845925e-19,3.820627037433e-18,32.2955066310817
ZNF552,0.52738026233835,2.37111997731268,9.66000152888694,4.89182354204679e-19,3.82887315657519e-18,32.2930804734343
PRKAR1A,0.759147345272717,7.64214151730444,9.65980267784342,4.89879635482271e-19,3.83319976719844e-18,32.2916705853386
NRDC,0.464094775619143,5.58727626607826,9.6586156747417,4.94062510329022e-19,3.86478978147674e-18,32.283254810429
COBLL1,0.915066894414928,3.41729198325713,9.65528980213253,5.05972487240984e-19,3.95678838341814e-18,32.2596771563653
SMG6,1.00287679828256,3.31297336727191,9.65458303927557,5.08539926567783e-19,3.97569410319393e-18,32.2546672866519
AC090198.1,0.706380455179395,2.27072367245622,9.65292633151844,5.14609049091068e-19,4.02195628644363e-18,32.24292442795
PITPNM1,0.800587381884902,5.04211434500333,9.6488396221229,5.29889598459885e-19,4.14016244145712e-18,32.2139615695218
PTPRA,0.624749301558829,6.6400624562486,9.64708814655643,5.36575724315838e-19,4.19116833427618e-18,32.2015504646344
GS1-124K5.4,-0.751728706619854,2.88718592504708,-9.64551233246364,5.42662869596673e-19,4.23746696465156e-18,32.19038501076
CSF1,0.901075910852617,4.27124404840854,9.64307756268203,5.52203195717495e-19,4.31069510582762e-18,32.1731350885215
CUL3,0.885820404048596,4.15318127913018,9.6409395948197,5.60717832898981e-19,4.37587562091155e-18,32.1579896340146
SPIRE1,1.07669685604729,3.1970302495222,9.64003105417259,5.64375546481803e-19,4.40312521940479e-18,32.1515539688935
FAM118B,0.55486815483227,3.94995207649644,9.63941654699117,5.66862933254468e-19,4.42123086371891e-18,32.1472012561814
GDI2,0.663309358733163,7.48965088497307,9.63926664865792,5.67471338529743e-19,4.42467511047618e-18,32.1461395073388
SERBP1,0.634553095355745,6.76733426733784,9.63912364772134,5.680523533838e-19,4.42790382775747e-18,32.1451266208223
SPTLC1,0.768161877455698,5.61412444252486,9.63835586743803,5.71181975498428e-19,4.45099091717723e-18,32.1396884947527
TJP2,0.40849348979354,0.617804519237806,9.63770608484683,5.73843995147524e-19,4.47042167849727e-18,32.1350862950844
NAPG,0.631121387507812,4.43122750411611,9.63734476274564,5.75329582911735e-19,4.48067895370426e-18,32.1325272304173
HNRNPK,0.64717979889621,8.32122812005629,9.63379050154226,5.90148234839588e-19,4.59344737988364e-18,32.1073565585422
IRX2,1.80011271884441,2.20764694698719,9.63378874620586,5.90155646182743e-19,4.59344737988364e-18,32.1073441286222
BLOC1S2,0.530733906786431,5.65309319177718,9.6330929111489,5.93100881340844e-19,4.61501730080588e-18,32.1024168522406
HK2,1.10863927957376,5.74310806655946,9.63274959085108,5.94559415578984e-19,4.62500969432497e-18,32.0999858288489
C12orf75,0.981853413426503,2.38541652106581,9.6322319920785,5.96765078865932e-19,4.64080635649302e-18,32.0963208302533
RNF145,0.86505055052306,6.14074067084062,9.6317955772555,5.98631105062198e-19,4.65395330975377e-18,32.0932307482676
MTMR6,0.747518187275174,4.51338727918327,9.6313957513344,6.00345771750348e-19,4.6659161855991e-18,32.0903997954493
OR4D10,0.69145090221085,0.512494345355384,9.63038908345721,6.0468453842441e-19,4.69826071067543e-18,32.0832723639633
DNAJB6P1,1.01003858301705,3.87834377220482,9.62951183023086,6.08490917599838e-19,4.72645097518399e-18,32.0770615012758
ISYNA1,1.14624775427227,5.81693557251276,9.62839866297481,6.13355206220689e-19,4.76283963706382e-18,32.0691807728905
HBP1,1.03587942630623,4.65003115347003,9.62815709956164,6.14415874043847e-19,4.76967968243696e-18,32.0674706678542
GATA3,1.30599692282617,3.3652330655364,9.62793339940558,6.15399732036089e-19,4.77591962901969e-18,32.0658870404765
ATP1B3-AS1,0.744700270463831,0.94028098945667,9.62770201373013,6.16419038533931e-19,4.78243094944459e-18,32.0642490235846
MOV10,0.579002475689785,4.4437872683178,9.62647717930052,6.21842716452821e-19,4.82309938497881e-18,32.0555785282816
AC005540.1,0.357210394745236,0.323030957913274,9.62337194668883,6.35806355661101e-19,4.9299618211828e-18,32.0335991758353
NFKBIZ,1.45190179418254,4.28808648531466,9.62272583050354,6.38750735816935e-19,4.95134483292812e-18,32.0290262758206
CD22,1.80041851748474,3.26002889771649,9.62183484156794,6.42833243677869e-19,4.98153509255015e-18,32.0227205202059
PDCD10,0.693429049491564,4.84124053771233,9.62171714966157,6.43374442118556e-19,4.9842729122771e-18,32.0218876050794
PPA1,0.725750888719793,6.39707997077521,9.62117858330221,6.45856784568384e-19,5.00164655337188e-18,32.0180761884057
KIFC1,0.777137294436889,2.28034608484477,9.62114883852705,6.45994160139186e-19,5.00164655337188e-18,32.0178656885109
AC006487.1,0.26126229421721,0.185475778940938,9.61834435540889,6.59077853131826e-19,5.10123807758816e-18,31.9980200982961
MITF,0.746124325045459,3.5382362034509,9.61830959631754,6.59241654601984e-19,5.10123807758816e-18,31.99777414676
SEC16A,0.656137883342794,5.44532101488394,9.61810287608048,6.60216655093751e-19,5.10729279469724e-18,31.9963114255427
APEX2,0.495206556750232,4.67147027838334,9.61787600747683,6.61288334646371e-19,5.11409165155383e-18,31.9947061544987
MMGT1,0.882469197392882,5.23909853622641,9.6173295854207,6.6387661653946e-19,5.13261181297747e-18,31.990839868263
ARFIP1,0.685315145633947,5.22104909688477,9.61513891281534,6.74354798191823e-19,5.21210238252806e-18,31.9753404907375
SEPTIN2,0.75751400311924,7.58348524804802,9.61473639542995,6.76297864924686e-19,5.22559777599541e-18,31.9724927926997
POLR1G,0.424706234897685,2.02482664439302,9.61461667580853,6.76876858252973e-19,5.22854849796691e-18,31.971645820626
PRECSIT,0.433271759549167,0.904302377088513,9.61436972049346,6.78072750493677e-19,5.23626136232759e-18,31.9698987186855
EIF2S3,0.581874551103362,7.31756795750357,9.61343473787849,6.82619493704346e-19,5.26983838475014e-18,31.963284312351
AC006058.3,-0.836608516158291,1.83448900936421,-9.61290514627915,6.85208276783362e-19,5.28828476868067e-18,31.9595379231772
INHBC,-0.675050056974758,0.685160045545397,-9.61207905327668,6.8926592257651e-19,5.31805347942539e-18,31.9536942440017
CNIH1,0.634843548991551,5.39638600737008,9.61180304327459,6.90626955649471e-19,5.32700512519857e-18,31.9517418361354
ATG2A,0.60322114660949,4.51048627948742,9.61159304304727,6.91664276023568e-19,5.33345540284917e-18,31.9502563782749
TP53I3,0.844166777763918,4.78699746605732,9.61142096117829,6.92515448004746e-19,5.33846694965821e-18,31.9490391511233
SDF2L1,-1.18147826282299,6.80001985355709,-9.61106301409306,6.94289303701295e-19,5.35058630737378e-18,31.9465072326209
JRKL,0.74148852824988,3.92534155662842,9.61064762545261,6.96353478018371e-19,5.36493533485777e-18,31.9435690600478
AC069120.1,0.346306740334757,0.313402301673631,9.61029955594102,6.98087819847324e-19,5.37673562986937e-18,31.9411071024719
SMIM2-AS1,0.41007850194247,0.585438029977514,9.60952032207927,7.01986116369524e-19,5.40519121126792e-18,31.9355955946187
BRD9,0.52680021926933,3.67599687412829,9.60918523482396,7.03669109539068e-19,5.41657771318436e-18,31.9332255927241
TP53INP1,0.752037532954947,4.88875542328038,9.60879324139689,7.05643004815808e-19,5.43019621286456e-18,31.9304531546963
MTMR9,0.536799926498966,2.82660084334184,9.60616134326166,7.19039211649875e-19,5.53168043161966e-18,31.9118399986079
WDSUB1,0.802236688178215,5.16864253679274,9.60600979646593,7.19818222726755e-19,5.53515942915965e-18,31.9107683112034
CD1E,1.43496732787744,1.47737457794309,9.60599219222241,7.19908769908798e-19,5.53515942915965e-18,31.910643820495
GCAT,-0.76340984799959,5.1187898596957,-9.60537256511861,7.23103031640335e-19,5.55810808962374e-18,31.9062621147984
AC107294.2,0.802428316538519,1.71963198407665,9.60426037925738,7.28871857408463e-19,5.60082702480211e-18,31.8983976031897
LINC00294,0.541376206602134,2.6406592543655,9.60356192963532,7.32518011467973e-19,5.62721481963494e-18,31.8934589307446
PTPRQ,-0.59583338335947,0.464265165441385,-9.60342461795233,7.33236955409346e-19,5.6311069713921e-18,31.89248803245
AC096920.1,-0.494278637815915,0.443728175208287,-9.60306028594617,7.35147943859809e-19,5.64414887375551e-18,31.8899119590223
ANKRD13B,0.61016952645485,1.86479216757787,9.60043270832248,7.49077366983425e-19,5.74942888790576e-18,31.8713345716421
LRFN3,0.656169147645991,3.25616525963358,9.59988288173903,7.52025136560703e-19,5.77038437153868e-18,31.867447513823
INO80,0.692111313322473,4.20444068704056,9.59976261469162,7.52671455249823e-19,5.7736735170494e-18,31.8665972870379
SAMD12-AS1,0.336061275131956,0.749445632346318,9.59901425727313,7.56705568060349e-19,5.80294070493461e-18,31.8613068938131
SUSD1,0.885419557378224,3.68715185234451,9.59863974060413,7.58732503285596e-19,5.81680300062246e-18,31.8586593809381
CYP17A1,-0.693958358575193,0.763952467601268,-9.59796701439702,7.62386943814942e-19,5.84313090772469e-18,31.853903903536
CHI3L2,1.33081427360632,4.26783592619839,9.59786977476383,7.62916621614103e-19,5.84550153233267e-18,31.8532165330407
ERGIC1,0.689204141389713,5.81714270643659,9.59776218123741,7.63503124550045e-19,5.84686491848676e-18,31.8524559764491
IMPDH1,0.615808019473496,4.3938061192835,9.59775626231819,7.63535402157813e-19,5.84686491848676e-18,31.8524141369385
DPYSL3,1.7642703660822,5.99643037646705,9.59714160820983,7.66894681871652e-19,5.87089417931528e-18,31.8480693512272
HPSE2,0.753635972943443,0.758584800414053,9.59578415410308,7.74365706477864e-19,5.92637759089204e-18,31.8384744233179
PBLD,0.556530784660443,2.21303014361185,9.59570990414494,7.74776435328225e-19,5.9278107076771e-18,31.8379496188594
ZDHHC17,0.704452584407635,3.82306902432933,9.59258788174617,7.92243810005471e-19,6.05970568172005e-18,31.8158846539408
RLIM,0.665135513713095,4.36665512447724,9.59111091248247,8.00643054872145e-19,6.1221843970996e-18,31.8054473187349
MOB4,0.627450253424843,4.18132957053237,9.59102393340923,8.01140437282823e-19,6.12422225918276e-18,31.8048326851864
SLC9A5,0.71595564093621,1.43631953167538,9.59090662572667,8.01811737438481e-19,6.12758805741664e-18,31.8040037401015
CCL17,2.10238417636109,2.58674729785707,9.59010190388836,8.06431894420037e-19,6.16112109198902e-18,31.7983173683091
ATM,0.703918114859068,2.99817482775716,9.58987440085829,8.07742848114089e-19,6.16935985864507e-18,31.7967098140827
AP001284.1,0.528974002946361,0.302675507467667,9.58887908301351,8.13503160759619e-19,6.21156731212137e-18,31.7896770316609
SP140L,0.647829029715151,2.34686144819332,9.58848977689667,8.15767320723709e-19,6.22706300705528e-18,31.7869263404889
DPY19L2P4,-0.524104235732583,0.417005078262906,-9.58828860429805,8.16939769672991e-19,6.23421873715355e-18,31.7855049509132
RNF214,0.673449614944716,3.60839834248918,9.58705341492183,8.24175326310439e-19,6.28762574222339e-18,31.7767780005513
ATP9B,0.598622476823028,2.93479944841297,9.58660104466244,8.26841140816085e-19,6.30614954033567e-18,31.7735820137687
ALDH1A3,1.37459736136983,2.58994156681155,9.58509654922134,8.35768887588742e-19,6.37240744816872e-18,31.7629532955321
CRABP1,-2.67591903192542,4.44639910797339,-9.58282491095213,8.49430657962069e-19,6.47471196353502e-18,31.7469064812552
NCDN,0.704966918833445,5.36081354986128,9.5827030052953,8.50170045505867e-19,6.47848624736818e-18,31.7460453925135
MYO5B,0.883649679715902,4.82077392716151,9.58258954164052,8.50858804688582e-19,6.48187267466092e-18,31.7452439390627
PSMB8,0.823425802012568,5.90356432036571,9.58191335744124,8.54974959917766e-19,6.51135968612652e-18,31.7404677874388
TAB3,0.614908715462556,3.12230243070503,9.58182095095372,8.5553900268444e-19,6.51378518519158e-18,31.7398150968854
PROX1-AS1,-0.512470289202294,0.398310559820457,-9.58063828545663,8.62790633507999e-19,6.56711172006691e-18,31.7314618917333
A1BG-AS1,0.494393217926063,0.983437499297622,9.57920637536423,8.7165229097111e-19,6.63265882682148e-18,31.7213489154964
SNRNP200,0.707518666969411,6.08820433289952,9.57907303103069,8.7248210611549e-19,6.63706921331215e-18,31.7204071971219
FHOD1,0.829160813451919,5.09693689329219,9.57831913128918,8.77188481769828e-19,6.67095804685392e-18,31.715083043562
CEBPZ,1.02327429136058,4.52830048362755,9.57809832695857,8.78571667206682e-19,6.679562064868e-18,31.7135237275909
